_row_id,url,url_mobile,title,seendate,socialimage,domain,language,sourcecountry,_query_id,relevance_score,relevance_hits,llm_vote,llm_score,llm_votes,llm_rationales
170,http://www.euractiv.com/section/electricity/opinion/power-to-the-people-electrification-is-a-winning-strategy-for-europe/,,Power to the people : Electrification is a winning strategy for Europe – EURACTIV . com,2017-04-14,http://www.euractiv.com/wp-content/uploads/sites/2/2017/03/5817749214_db9e25a1b7_o.jpg,euractiv.com,English,Germany,1,3,eu_context;energy_driver,YES,1,"[""YES"", ""YES"", ""YES""]","[""Electrification trends signal increased demand for clean energy, potentially boosting EU ETS carbon prices as emissions reductions accelerate."", ""Electrification trends signal increased demand for clean energy, potentially boosting EU ETS carbon prices as emissions reductions accelerate."", ""Electrification trends signal increased demand for clean energy, potentially boosting EU ETS carbon prices as emissions reductions accelerate.""]"
174,http://www.independent.co.uk/news/uk/politics/government-preparing-to-scrap-eu-s-green-energy-targets-after-brexit-a7684771.html,http://www.independent.co.uk/news/uk/politics/government-preparing-to-scrap-eu-s-green-energy-targets-after-brexit-a7684771.html?amp,Government  preparing to scrap EU green energy targets after Brexit  ,2017-04-15,https://static.independent.co.uk/s3fs-public/thumbnails/image/2016/02/03/20/19WindFarm.jpg,independent.co.uk,English,United Kingdom,2,2,eu_context,NO,-1,"[""NO"", ""NO"", ""NO""]","[""Scraping green energy targets post-Brexit weakens policy support for carbon pricing, likely depressing EU ETS demand and prices."", ""Scraping green energy targets post-Brexit weakens policy support for carbon pricing, likely depressing EU ETS demand and prices."", ""Scraping green energy targets post-Brexit weakens policy support for carbon pricing, likely depressing EU ETS demand and prices.""]"
178,http://www.eurasiareview.com/17042017-how-asia-will-lead-the-clean-energy-revolution-analysis/,,How Asia Will Lead The Clean Energy Revolution – Analysis – Eurasia Review,2017-04-17,https://i0.wp.com/www.eurasiareview.com/wp-content/uploads/2017/04/b-62.jpg?fit=825%2C510,eurasiareview.com,English,United States,2,2,eu_context,UNKNOWN,0,"[""UNKNOWN"", ""UNKNOWN"", ""UNKNOWN""]","[""Asia\u2019s clean energy leadership could shift global carbon pricing dynamics but doesn\u2019t directly signal short-term EU ETS price movement."", ""Asia\u2019s clean energy leadership could shift global carbon pricing dynamics but doesn\u2019t directly signal short-term EU ETS price movement."", ""Asia\u2019s clean energy leadership could shift global carbon pricing dynamics but doesn\u2019t directly signal short-term EU ETS price movement.""]"
182,http://www.platts.com/latest-news/electric-power/london/european-power-prompt-power-prices-bullish-on-26713690,,"European power : Prompt power prices bullish on load increase , drop in wind",2017-04-19,,platts.com,English,United States,1,4,eu_context;carbon_terms=1;energy_driver,YES,1,"[""YES"", ""YES"", ""YES""]","[""Higher power prices driven by increased demand and reduced wind generation suggest upward pressure on EU ETS carbon prices."", ""Higher power prices driven by increased demand and reduced wind generation suggest upward pressure on EU ETS carbon prices."", ""Higher power prices driven by increased demand and reduced wind generation suggest upward pressure on EU ETS carbon prices.""]"
186,http://www.arabnews.com/node/1087116/business-economy,,British keen to remain in EU energy market,2017-04-20,http://www.arabnews.com/sites/default/files/2017/04/20/896351-1695703611.jpg,arabnews.com,English,Saudi Arabia,1,3,eu_context;carbon_terms=1,YES,1,"[""YES"", ""YES"", ""YES""]","[""British participation in the EU energy market signals continued demand for EU ETS compliance and may stabilize or slightly boost carbon prices."", ""British participation in the EU energy market signals continued demand for EU ETS compliance and may stabilize or slightly boost carbon prices."", ""British participation in the EU energy market signals continued demand for EU ETS compliance and may stabilize or slightly boost carbon prices.""]"
190,http://www.ecfr.eu/publications/summary/pipelines_and_pipedreams_how_the_eu_can_support_a_regional_gas_hub_in_7276,,Pipelines and Pipedreams : How the EU can support a regional gas hub in the Eastern Mediterranean,2017-04-21,http://www.ecfr.eu/page/-/PDF_Cover_Baconi.png?v=1492765525459,ecfr.eu,English,Russia,2,3,eu_context;energy_driver,UNKNOWN,0,"[""UNKNOWN"", ""UNKNOWN"", ""UNKNOWN""]","[""The headline suggests potential energy infrastructure development that could affect long-term energy markets, but short-term ETS price impact is uncertain without specific policy or supply details."", ""The headline suggests potential energy infrastructure development that could affect long-term energy markets, but short-term ETS price impact is uncertain without specific policy or supply details."", ""The headline suggests potential energy infrastructure development that could affect long-term energy markets, but short-term ETS price impact is uncertain without specific policy or supply details.""]"
194,http://www.euronews.com/2017/04/24/germany-opposes-eu-emissions-testing-overhaul-sueddeutsche,,Germany opposes EU emissions testing overhaul,2017-04-24,,euronews.com,English,United States,2,4,eu_context;carbon_terms=2,NO,-1,"[""NO"", ""NO"", ""NO""]","[""Germany\u2019s opposition weakens the EU\u2019s unified emissions policy, potentially reducing carbon price momentum."", ""Germany\u2019s opposition weakens the EU\u2019s unified emissions policy, potentially reducing carbon price momentum."", ""Germany\u2019s opposition weakens the EU\u2019s unified emissions policy, potentially reducing carbon price momentum.""]"
198,http://www.openpr.com/news/514661/Europe-to-Provide-Most-Attractive-Growth-Opportunities-for-Industrial-Biomass-Boilers-Market.html,,Europe to Provide Most Attractive Growth Opportunities for Industrial Biomass Boilers Market,2017-04-25,,openpr.com,English,Germany,2,4,eu_context;carbon_terms=1;energy_driver,YES,1,"[""YES"", ""YES"", ""YES""]","[""Industrial biomass boilers, if incentivized by EU ETS policies, can reduce emissions and support carbon pricing by increasing demand for low-carbon energy."", ""Industrial biomass boilers, if incentivized by EU ETS policies, can reduce emissions and support carbon pricing by increasing demand for low-carbon energy."", ""Industrial biomass boilers, if incentivized by EU ETS policies, can reduce emissions and support carbon pricing by increasing demand for low-carbon energy.""]"
202,http://www.platts.com/latest-news/coal/london/industry-group-urges-uk-to-stay-in-eu-carbon-26720837,,Industry group urges united kingdom to stay in EU carbon market post,2017-04-26,,platts.com,English,United States,1,4,eu_context;carbon_terms=2,YES,1,"[""YES"", ""YES"", ""YES""]","[""Industry support for UK\u2019s continued participation in the EU ETS signals increased demand and stability, potentially boosting carbon prices."", ""Industry support for UK\u2019s continued participation in the EU ETS signals increased demand and stability, potentially boosting carbon prices."", ""Industry support for UK\u2019s continued participation in the EU ETS signals increased demand and stability, potentially boosting carbon prices.""]"
206,http://www.live-pr.com/en/sparkling-wine-wines-market-in-r1050705806.htm,,  Sparkling Wine ( Wines ) Market in Europe,2017-04-28,,live-pr.com,English,United States,2,3,eu_context;carbon_terms=1,UNKNOWN,0,"[""UNKNOWN"", ""UNKNOWN"", ""UNKNOWN""]","[""The headline does not directly relate to EU ETS carbon pricing or emissions trading activity."", ""The headline does not directly relate to EU ETS carbon pricing or emissions trading activity."", ""The headline does not directly relate to EU ETS carbon pricing or emissions trading activity.""]"
210,https://townhall.com/news/us/2017/04/28/eu-states-approve-plans-for-stricter-limits-on-pollutants-from-power-plants-n2319704,,EU states approve plans for stricter limits on pollutants from power plants,2017-04-29,https://media.townhall.com/_townhall/resources/images/thog.png,townhall.com,English,United States,2,3,eu_context;energy_driver,YES,1,"[""YES"", ""YES"", ""YES""]","[""Stricter limits on power plant emissions will likely increase demand for carbon credits, pushing up the EU ETS price."", ""Stricter limits on power plant emissions will likely increase demand for carbon credits, pushing up the EU ETS price."", ""Stricter limits on power plant emissions will likely increase demand for carbon credits, pushing up the EU ETS price.""]"
214,http://econews.com.au/54071/eu-plans-for-stricter-limits-on-pollutants-from-power-plants/,,EU plans for stricter limits on pollutants from power plants,2017-05-01,http://econews.com.au/wp-content/uploads/2016/06/eu-emissions-trading-scheme-generic.jpg,econews.com.au,English,Australia,2,3,eu_context;energy_driver,YES,1,"[""YES"", ""YES"", ""YES""]","[""Stricter limits on power plant emissions will likely increase demand for carbon credits, pushing up the EU ETS price."", ""Stricter limits on power plant emissions will likely increase demand for carbon credits, pushing up the EU ETS price."", ""Stricter limits on power plant emissions will likely increase demand for carbon credits, pushing up the EU ETS price.""]"
218,http://www.hedgeweek.com/2017/05/03/251232/eex-achieves-sixfold-volume-increase-eua-derivatives-market,,EEX achieves sixfold volume increase on EUA derivatives market,2017-05-03,http://www.hedgeweek.com/sites/default/files/imagecache/facebook_200_square/image_library/Graphs/Green%20up-arrow.jpg,hedgeweek.com,English,United States,1,9,eu_ets_strong;eu_context;carbon_terms=1,YES,1,"[""YES"", ""YES"", ""YES""]","[""Increased trading volume on EUA derivatives signals stronger market activity and potential upward pressure on carbon prices."", ""Increased trading volume on EUA derivatives signals stronger market activity and potential upward pressure on carbon prices."", ""Increased trading volume on EUA derivatives signals stronger market activity and potential upward pressure on carbon prices.""]"
222,http://www.platts.com/latest-news/electric-power/london/german-french-power-prices-mixed-on-renewables-26728043,,"German , French power prices mixed on renewables , load",2017-05-04,,platts.com,English,United States,1,2,carbon_terms=1;energy_driver,UNKNOWN,0,"[""UNKNOWN"", ""UNKNOWN"", ""UNKNOWN""]","[""Mixed power price signals suggest potential volatility but no clear direction for carbon pricing."", ""Mixed power price signals suggest potential volatility but no clear direction for carbon pricing."", ""Mixed power price signals suggest potential volatility but no clear direction for carbon pricing.""]"
226,http://www.ecosystemmarketplace.com/articles/new-state-voluntary-carbon-markets-report-set-launch-innovate4climate/,,New State Of Voluntary Carbon Markets Report Set To Launch At Innovate4Climate,2017-05-07,,ecosystemmarketplace.com,English,United States,1,2,carbon_terms=2,UNKNOWN,0,"[""UNKNOWN"", ""UNKNOWN"", ""UNKNOWN""]","[""The launch of a new voluntary carbon markets report may influence investor sentiment or policy discussions, but its direct impact on short-term EU ETS prices is unclear."", ""The launch of a new voluntary carbon markets report may influence investor sentiment or policy discussions, but its direct impact on short-term EU ETS prices is unclear."", ""The launch of a new voluntary carbon markets report may influence investor sentiment or policy discussions, but its direct impact on short-term EU ETS prices is unclear.""]"
230,http://carbon-pulse.com/34197/,,EEX clearinghouse partners with financial software firm to expand trading access « Carbon Pulse,2017-05-09,,carbon-pulse.com,English,France,1,8,eu_ets_strong;carbon_terms=2,YES,1,"[""YES"", ""YES"", ""YES""]","[""Increased trading access via partnerships can boost market liquidity and potentially raise carbon prices."", ""Increased trading access via partnerships can boost market liquidity and potentially raise carbon prices."", ""Increased trading access via partnerships can boost market liquidity and potentially raise carbon prices.""]"
234,https://www.reuters.com/article/us-britain-eu-energy-idUSKBN1852Q3,http://mobile.reuters.com/article/amp/idUSKBN1852Q3,Britain should stay in EU energy market in Brexit transition deal : think tank,2017-05-31,http://s4.reutersmedia.net/resources_v2/images/rcom-default.png,reuters.com,English,United States,1,3,eu_context;carbon_terms=1,YES,1,"[""YES"", ""YES"", ""YES""]","[""Britain remaining in the EU energy market post-Brexit strengthens cross-border carbon trading liquidity and reduces price volatility in the EU ETS."", ""Britain remaining in the EU energy market post-Brexit strengthens cross-border carbon trading liquidity and reduces price volatility in the EU ETS."", ""Britain remaining in the EU energy market post-Brexit strengthens cross-border carbon trading liquidity and reduces price volatility in the EU ETS.""]"
